,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
1145,01DQ15014,Federal Ministry of Education and Research,India,0.066256,0.057136,"Treatment of contaminated drinking water using hybrid low-cost process - Viable technologies to protect resources (water, Integrated Water Resource Management (IWRM), land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2015-10-01,2019-03-31,D02,14031.0
1146,01DQ15015,Federal Ministry of Education and Research,India,0.019668,0.0,"Affordable technology for mitigation of membrane (bio)fouling through optimization of pre-treatment and cleaning methods - Viable technologies to protect resources (water, Integrated Water Resource Management (IWRM), land, forests, settlements) and eco-technologies in the developing country",Scientific cooperation with other countries (not included in other areas),2015-10-01,2019-01-31,D02,14031.0
1147,01DQ15016A,Federal Ministry of Education and Research,India,0.052176,0.052176,"Development of a new measurement system to assess the biomechanical properties of the cornea in vivo by dynamic air pulse indentation of the cornea observed by a newly developed high-speed Scheimpflug camera, sub-project - Technical University Dresden (SIBAC) - Capacity building in the field of education and research - medical research",Scientific cooperation with other countries (not included in other areas),2015-12-01,2018-12-31,D02,12182.0
1148,01DQ15016B,Federal Ministry of Education and Research,India,0.097663,0.0,Development of a new measurement system to assess the biomechanical properties of the cornea in vivo by dynamic air pulse indentation of the cornea observed by a newly developed high-speed Scheimpflug camera. - Capacity building in the field of education and research - medical research,Scientific cooperation with other countries (not included in other areas),2015-12-01,2018-11-30,D02,12182.0
1149,01DQ15017A,Federal Ministry of Education and Research,India,0.108986,0.065708,"Collaborative project - Assay - Development and microfluidic implementation (MIDARDI), sub-project - Medical research of particular importance for the developing country, capacity building in education and research in medical research",Scientific cooperation with other countries (not included in other areas),2015-12-01,2019-03-31,D02,12182.0
1150,01DQ15017B,Federal Ministry of Education and Research,India,0.069222,0.0,"Collaborative project - Assay - Development and microfluidic implementation (MIDARDI), sub-project - Biflow Systems GmbH - Medical research of particular importance for the developing country, capacity building in education and research in medical research",Scientific cooperation with other countries (not included in other areas),2015-12-01,2019-03-31,D02,12182.0
1151,01DQ16001A,Federal Ministry of Education and Research,India,0.123239,0.0,"Re-engineering High-end Audiometric Devices for Robust and Affordable Audiological Testing - Medical research of particular importance for the developing country, capacity building in education and research in medical research",Scientific cooperation with other countries (not included in other areas),2016-01-01,2019-04-30,D02,12182.0
1152,01DQ16001B,Federal Ministry of Education and Research,India,0.033546,0.0,"Re-engineering High-end Audiometric Devices for Robust and Affordable Audiological Testing - Medical research of particular importance for the developing country, capacity building in education and research in medical research",Scientific cooperation with other countries (not included in other areas),2016-01-01,2019-04-30,D02,12182.0
1153,01DQ16002,Federal Ministry of Education and Research,India,0.089389,0.0,Initiative for Development of Biomarkers in Immune Neuropathies - Research funding in the developing country / knowledge transfer / advanced training in the developing country / capacity building in education and res,Scientific cooperation with other countries (not included in other areas),2016-04-01,2019-03-31,D02,12182.0
1154,01DQ16003,Federal Ministry of Education and Research,India,0.097062,0.0,One Platform- Multiple biomarker detection of Rheumatoid Arthritis - Research funding of particular significance for developing countries / Knowledge transfer,Scientific cooperation with other countries (not included in other areas),2016-04-01,2019-03-31,D02,12382.0
1155,01DQ16004A,Federal Ministry of Education and Research,India,0.219431,0.122443,Nanostructured hybrid transparent network electrodes for large area visibly transparent solar cells - Research funding of particular significance for developing countries / Knowledge transfer,Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-12-31,D02,32182.0
1156,01DQ16004B,Federal Ministry of Education and Research,India,0.06873599999999999,0.0,"Joint Project - Nanostructured hybrid transparent network electrodes for large area visibly transparent solar cells (METNETWORK), Sub Project - Papierfabrik Louisenthal GmbH - Research funding of particular significance for developing countries / Knowledge transfer",Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-12-31,D02,32182.0
1157,01DQ16005,Federal Ministry of Education and Research,India,0.039502999999999996,0.0,"Multilayer Nano-Capsules and targeted DNA (Deoxyribonucleic Acid), vaccines for Immunotherapy of Cancer - Research funding of particular significance for developing countries / Knowledge transfer",Scientific cooperation with other countries (not included in other areas),2016-05-01,2020-12-31,D02,12382.0
1158,01DQ16006A,Federal Ministry of Education and Research,India,0.15707300000000002,0.075611,Online-indication of pathogen-like pollution in water by fecal pigment (FP) analysis - Research funding of particular significance for developing countries / Knowledge transfer,Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-07-31,C01,14030.0
1159,01DQ16006B,Federal Ministry of Education and Research,India,0.075594,0.0,Online-indication of pathogen-like pollution in water by fecal pigment (FP) analysis - Research funding of particular significance for developing countries / Knowledge transfer,Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-07-31,D02,14030.0
1160,01DQ16007A,Federal Ministry of Education and Research,India,0.147329,0.0,"Low-cost emergency power system based on printed smart supercaps - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-02-28,D02,32182.0
1161,01DQ16007B,Federal Ministry of Education and Research,India,0.007489000000000001,0.0,"Low-cost emergency power system based on printed smart supercaps - Technological research and development, Knowledge Transfer",Scientific cooperation with other countries (not included in other areas),2016-05-01,2019-02-28,D02,32182.0
